,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
0,0001193125-09-168782,Google,20090807,2009-08-07,8-K,break closing cut ill late lie losing miss poses quit,revise revised,able satisfy win
1,0001193125-07-221254,Google,20071018,2007-10-18,8-K,break conciliation conciliations cut erred erring fined ill late lie limitation limitations miss plea pleas poses quit sue suing taint unduly unforeseen,anticipate approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective enabling great greater impress impressive innovation opportunities pleased satisfy strength strengthen strengthening superior transparency win
2,0001288776-15-000004,Google,20150129,2015-01-29,8-K,break closed collapse conciliation conciliations cut discontinue discontinued divest divestiture erred erring fined ill impair impairment lapse late lie limitation limitations lose loss lying miss plea pleas poses quit restate restated sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit despite effective gain gains great greater invent inventor opportunities satisfy strength strengthen strengthening strong superior transparency win
3,0001288776-15-000039,GOOGLE,20150810,2015-08-10,8-K,break closure collapse cut deter fined ill lapse late lie limitation limitations litigation loss miss poses quit restate restated serious seriously stopped sue sued taint worry,anticipate anticipated anticipates believe believed could depend dependence dependent differ hidden might pending risk risks sometime sometimes speculative tending uncertain uncertainties,able better enjoy enjoying excited exciting gain great greater improving incredible innovation innovations opportunities progress prospering satisfy strong transparency tremendous tremendously win
4,0001193125-09-230807,Google,20091110,2009-11-10,8-K,break closing cut default erred fault fined ill lie losing miss poses sue sued,may risk risks,able confident great greater opportunity satisfy win
5,0001288776-14-000050,Google,20140715,2014-07-15,8-K,break closed closing collapse cut ill interfere lapse late lie lose losing miss plea pleas quit resign resigned,believe contingent hidden may possible,able effective enhancing honor honored improving innovation innovations leadership pleased satisfy win
6,0001288776-13-000037,Google,20130611,2013-06-11,8-K,against break collapse cut forego ill lapse lie miss,depend dependent hidden,able gain gains satisfy success win
7,0001288776-13-000023,Google,20130418,2013-04-18,8-K,break collapse conciliation conciliations cut discontinue discontinued erred erring fined ill lapse late lie limitation limitations loss lying miss plea pleas poses quit restructuring sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater improve invent inventor opportunities satisfy strength strengthen strengthening strong superior transparency win
8,0001288776-15-000014,Google,20150213,2015-02-13,8-K,break closed collapse concern concerns cut disclose disclosed ill lapse lie lose miss,approximate approximately assuming hidden,able satisfy win
9,0001193125-11-270520,Google,20111013,2011-10-13,8-K,break conciliation conciliations cut erred erring fined ill investigation late lie limitation limitations miss plea pleas poses quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater incredible opportunities satisfy strength strengthen strengthening superior transparency win
10,0001288776-15-000016,Google,20150323,2015-03-23,8-K,break collapse cut ill lapse late lie litigation miss plea pleas,hidden,able satisfy win
11,0001193125-12-161458,Google,20120413,2012-04-13,8-K,break controversial critical crucial cut decline declines delay easing ill late lie miss oppose opposed plea pleas prevents quit risky sacrifice taint terminate undermine unduly urgency,assumption assumptions believe could depend dependence dependent differ may might possible preliminary risk risks risky somewhat uncertain uncertainties unusual unusually,able benefit best better creativity dream easier effective enjoy enjoying excited gain gains good great honor honored improve innovative opportunities progress satisfy stability strength strong success successful tremendous win
12,0001193125-13-418880,Google,20131030,2013-10-30,8-K,allegation allegations argument break claiming claims closed closure cut delay deter disclose disclosed dismiss dismissed dismissing fail failure fined force forego ill late lie limitation litigation lose miss missed negative plaintiff plaintiffs preclude prejudice prosecution quit sue sued suspect suspected unsuspected,assumption believe believed could depend dependent depending differ may might pending unknown,able benefit best effective gain gained good great greater opportunity positive satisfy success win
13,0001193125-11-102443,Google,20110419,2011-04-19,8-K,break cut ill lie miss,,able effective satisfy win
14,0001193125-09-107396,Google,20090511,2009-05-11,8-K,absence adverse against alienate alienated break cancel canceled cancellation cancelled cease ceases closing contrary cut decline declined defer deter deviation dispose dissolution erred fail failure fined force forego forfeit forfeited forfeiture ill illegal impair impaired inability inconsistent interfere invalid invalidate lapse lapsed lapsing late lie limitation limitations liquidation lose losing lying miss pled poses quit refuse refuses resign resignation revoke revoked sue sued suspend suspended suspension terminate terminated termination terminations threat threaten threatened unpaid,alteration assume assumed assumption depend depending deviation differ may pending risk unusual,able achieve achieved achievement beneficial best desirable effective enable gain gains good invent inventor opportunity satisfaction satisfied satisfy satisfying success win
15,0001193125-12-283173,Google,20120626,2012-06-26,8-K,absence against break cancel cancellation cancelled cancelling cease ceases claims closing closure conflict contrary cut defeat defeated defer deter discontinue discontinued dispose disqualifies disregard disregarding dissolution doubt erred fail fails force forego forfeit forfeited ill impair impairment incident interfere lapse lapsed late lie limitation limitations liquidation litigation losing loss lying miss plea pleas pled poses preclude quit restructuring restructurings revoke sever sue sued suing suspend suspended terminate terminated termination unpaid,clarification depend dependent depends doubt intangible may pending predict revise tending unusual,able achieve achievement benefit collaboration collaborations conclusive desirable effective efficiency exclusive exclusively favorable gain gains great greater improving innovation innovations invent inventor opportunities opportunity profitability resolve reward rewards satisfaction satisfies satisfy satisfying success win
16,0000903423-12-000297,Google,20120522,2012-05-22,8-K,absence adverse adversely against allegation allegations alleging antitrust assertions barrier barriers breach breached breaches break breaks cancel canceled cease challenge challenges claiming claims closed closing closure closures concern concerns conflict conflicting conflicts controversies corrupt corruption costly criminal critical curtail cut damage damaged damages decline defamation defect defective defects defend defending defer degrade delay delaying denial deny deter deterioration difficult difficulties diminish diminishing disaster disasters disclose discontinue discourage disproportion disproportionate dispute disputes disrupt disrupted disruption disruptions distract distraction diversion downward easing erred error errors excessive expose exposed exposes fail failing fails failure failures fines force forego fraud fraudulent fraudulently harm harmed harmful harming hazard hazardous hurt ill impair impairment impede impeded implicate inability inadequate inappropriate inappropriately inconsistent infringe infringement infringing injunction injunctions injury insufficient intentional interfere interference interrupt interrupted interruption interruptions invalid investigation investigations lack late lie limitation limitations litigate litigation lose losing loss losses lost lying malfeasance malfunction malfunctioning malfunctions miss negative negatively negligence omit omitted outage outages penalties plea pleas poses preventing prevents problem problems prolong prolonging purport quit recall recalls resign resignation risky sabotage scrutiny secrecy serious seriously sever severe severely shortage shortages slow slowed spam spammers stringent sue sued sues suffer suffered taint tense terminate terminated termination terminations threat threaten threatened unable unanticipated unauthorized unethical unfair unforeseen unfounded unlawful unwilling vandalism violate violates violation violations volatile volatility vulnerabilities vulnerable,anticipate anticipated anticipates anticipation approximate approximately assume assumed assuming believe believes contingent could depend depends differ exposure fluctuate fluctuation fluctuations may might nearly pending possibility possible predict predicted predicting risk risks risky sometime sometimes somewhat uncertain uncertainties uncertainty undesignated unidentified unknown unsettled variation variations varied vary varying volatile volatility,able achieve advantage advantages assure attractive beneficial beneficially benefit better confident creativity despite easily effective enable enhance enhanced enhancing enjoy enjoyable excitement exclusivity favorable gain gained gains good great greater happy improve improved innovate innovation innovations innovative invent invented leading meritorious opportunities pleased profitability resolve satisfy satisfying smooth strong succeed success successes successful successfully tremendous tremendously valuable win
17,0001193125-14-066560,Google,20140225,2014-02-25,8-K,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cancel canceled cancellation cease ceases claims closed closing closure concern concerned conflict conflicted conflicts contrary crisis culpability cut damage damages default defaulting defect defects defend defending deter disclose disclosed dispose dispute disrupt disruption downgrading easing encumbrance encumbrances erred fail failed failure fault faulted faults fined force forced forego fraud fraudulent guilty harm ill impair impracticable inadvisable inappropriate incident inconsistent ineligible infringe infringement inquiry insolvency insufficient interfere investigate investigated investigating investigation investigations late lie limitation limitations liquidate lose losing loss losses mislead misleading misrepresent misrepresentation miss moratorium negative objecting objection omission omissions omit omits omitted overdue plaintiff plea plead pleaded pled poses postpone postponed purport quit refusal reparation revocation sever solvency sue sued sues suspend suspending suspension terminate terminated termination terminations threat threaten threatened threatening unable unavailable unfavorable unpaid violation,alteration appear appeared appearing assume assumed assuming assumption assumptions believe believes conditional could depend dependent differ differing indeterminate may might nonassessable ordinarily pending possible preliminary tending vary,able benefit best confident effective enabling exclusive favorable gain gained gains good great greater highest invent invention inventions leading opportunity satisfaction satisfactory satisfied satisfy stable succeed succeeding success win
18,0001193125-11-092625,Google,20110408,2011-04-08,8-K,break cut deter lie miss resign resignation,,able effective satisfy win
19,0001288776-14-000008,Google,20140129,2014-01-29,8-K,absence adverse antitrust break closing closure closures collapse cut defer erred force forego ill lapse late lie lose losing miss sue sued suing taint termination,anticipate anticipated anticipates approximate approximately believe believes could differ hidden risk risks uncertain uncertainties,able achieving benefit best confident easy efficient efficiently enable enjoy enjoys exceptional exceptionally gain great improving incredibly innovation innovations innovative invent invention opportunity satisfaction satisfy smooth smoothly strength strengthen strengthening strong success successful successfully tremendous win
20,0001288776-14-000034,Google,20140416,2014-04-16,8-K,break collapse conciliation conciliations cut defer discontinue discontinued dispose erred erring fined ill lapse late lie limitation limitations loss lying miss plea pleas poses quit restate restated sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater improve improvement improvements invent inventor opportunities progress satisfy strength strengthen strengthening superior transparency win
21,0001193125-10-159465,Google,20100715,2010-07-15,8-K,against bankrupt bankruptcy break concern conciliation conciliations cut easing erred erring fined force forego fraud fraudulent ill insolvency investigation investigations late lie limitation limitations miss moratorium plea pleas poses quit solvency sue sued suing taint unforeseen,appear appearing approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit confident effective gain gains great greater opportunities satisfy strength strengthen strengthening strong superior transparency win
22,0001193125-10-011019,Google,20100122,2010-01-22,8-K,break closed concern concerns cut disclose disclosed ill lie lose miss,approximate approximately assuming,able satisfy win
23,0001193125-08-083665,Google,20080417,2008-04-17,8-K,break conciliation conciliations cut difficult difficulties erred erring fined force ill late lie limitation limitations lose miss plea pleas poses quit sue suing taint unduly unforeseen,anticipate approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective exciting great greater improve innovation opportunities satisfy strength strengthen strengthening strong success superior transparency win
24,0001193125-13-002492,Google,20130103,2013-01-03,8-K,absence against allege alleged allegedly anticompetitive antitrust arguing argument arguments breach breached breaching break cease challenge challenged challenges challenging claims closed closing closure complain complained concern concerned concerns conflict conflicts contend contends contested contradict contrary cut damage damages dampen defensive delay delays depriving deter disclose disclosed dismiss dismissal dismissed dispose dispute disputes dissolution doubt easing encumber encumbered enjoin enjoined erred fail fails fined force forced forcing forego harm harmed ill improper inability inconsistent infringe infringed infringement infringements infringing injunction injunctions injury interfere interference interrupt interruption investigation investigations lack lapse lapsed late lie limitation limitations litigation lose loses losing loss lost lying miss missed monopoly penalties plea pleas poses prejudice problem prosecute prosecuted question questions quit refusal refuse refused refuses refusing reject rejected relinquish relinquishes reparation revoke revoked scrutiny strain sue sued sues suing suspect suspend suspension terminate termination threat threaten threatened threatening threats unable unavailable undermining unfair unreasonable violate violated violates violation violations wasted,alteration alterations appear appearing assume assumed believe believed believes could depend dependent differ doubt may might pending possible reconsider revise risk tending,able accomplish achieving adequately benefit best better confident easier easily effective efficiency enable enabled enhance enhancement enhancements exceptional excited exclusive gain gaining gains good great honor improve improvement improvements innovate innovation integrity leading pleased resolve reward rewarded satisfied satisfies satisfy succeed success win
25,0001193125-14-116456,Google,20140326,2014-03-26,8-K,absence adverse adversely against breach breached breaches break burden cease ceases ceasing closed closure conflict contrary cut damage damaged delay deter disclose disclosed disfavor disfavoring doubt easing erred erring error fail failure fined force forced forego ill illegal illegality impending inconvenient injunction injunctions invalid invalidity involuntary irreparably late lie limitation litigation lose miss objection opposition plaintiff plaintiffs poses preclude purport purported question quit restate restatement sue sued terminate terminated terminates termination violation,ambiguity conditional conditionally depend dependent differ doubt may nonassessable pending presumption,able beneficial beneficially benefit conclusive desirable effective exclusive favoring gain gains good great greater opportunity positive satisfied satisfy success valuable win
26,0001193125-08-057423,Google,20080314,2008-03-14,8-K,break cancel cancelled closed cut forego ill late lie lose loses lying miss sue sued taint unpaid,approximate approximately could differ may predict predicted risk risks uncertain uncertainties,able achieve advances effective enable enhancing improve improving innovative leading premier satisfy superior win
27,0001193125-15-336550,GOOGLE,20151002,2015-10-02,8-K,against break cancel canceled cancelled cease claiming claims conflict conflicts cut delist destroy destroyed deter erred fined force forego forfeit ill interrupt interrupted invalid invalidity late lie limitation limitations lose loss lost lying miss pled poses purport quit relinquish resign resignation sever stolen sue sued suspend suspended terminate terminated termination unfunded unrest,assume assumed assumption may might nonassessable tending,able best desirable effective gain gains good great greater perfect resolve satisfactory satisfy success valuable win
28,0001288776-14-000026,Google,20140310,2014-03-10,8-K,break collapse cut ill lapse lie miss,hidden,able satisfy win
29,0001193125-09-208479,Google,20091015,2009-10-15,8-K,break conciliation conciliations cut divest divestiture erred erring fined ill late lie limitation limitations miss plea pleas poses question questions quit recession suing taint unforeseen worst,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties uncertainty vary varying,able benefit confident despite effective gain gains great greater opportunities opportunity satisfy strength strengthen strengthening strong superior transparency win
30,0001193125-10-009730,Google,20100121,2010-01-21,8-K,break conciliation conciliations cut divest divestiture downturn erred erring fined ill impair impairment late lie limitation limitations miss plea pleas poses question questions quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater innovation opportunities opportunity optimistic satisfy strength strengthen strengthening strong superior transparency win
31,0001288776-13-000040,Google,20130617,2013-06-17,8-K,break claims closure collapse concern cut defend defendant defendants deter disclose ill lapse lie litigation lose miss plaintiff plaintiffs quit sue termination unable,assumption depend dependent differ hidden may pending preliminary,able benefit best good opportunity satisfy win
32,0001193125-10-229504,Google,20101014,2010-10-14,8-K,break conciliation conciliations cut erred erring fined ill late lie limitation limitations miss plea pleas poses quit sue suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excellent gain gains great greater innovation opportunities satisfy strength strengthen strengthening superior transparency win
33,0001193125-12-427116,Google,20121018,2012-10-18,8-K,break conciliation conciliations corrects cut divest divestiture erred erring erroneous erroneously fined ill investigation late lie limitation limitations loss lying miss plea pleas poses quit restructuring suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able beautiful beautifully benefit effective excited gain gains great greater invent inventor opportunities progress satisfy strength strengthen strengthening strong superior transparency win
34,0001193125-11-142205,Google,20110517,2011-05-17,8-K,break cut ill late lie lose miss poses sue sued taint unlawful,approximate approximately may risk risks uncertain uncertainties,able improving innovation innovations satisfy win
35,0001193125-12-017008,Google,20120119,2012-01-19,8-K,break conciliation conciliations cut erred erring fined ill investigation late lie limitation limitations lying miss plea pleas poses quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater opportunities satisfy strength strengthen strengthening strong superior transparency tremendous win
36,0001193125-09-133284,Google,20090618,2009-06-18,8-K,break cut deter erred ill late lie miss poses sue sued,approximate approximately depend dependent,able satisfy win
37,0001193125-12-426975,Google,20121018,2012-10-18,8-K,break conciliation conciliations cut divest divestiture erred erring fined ill investigation late lie limitation limitations loss lying miss plea pleas poses quit restructuring suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater invent inventor opportunities satisfy strength strengthen strengthening superior transparency win
38,0001193125-07-190912,Google,20070828,2007-08-28,8-K,break challenge challenges cut deter ill lie miss,,able achieve achievement achievements assure best effective enhancing excellent good great honor honored innovative satisfy success successful successfully tremendous win
39,0001193125-12-196663,Google,20120430,2012-04-30,8-K,break cancel cancelled cut fined forego ill lie lying miss penalties quit terminate terminates termination,depend depending may pending variation variations,able effective satisfy win
40,0001288776-15-000048,GOOGLE,20151119,2015-11-19,8-K,break closing collapse cut ill lapse lie lose losing miss resign sue sued,depend dependent hidden possible,able advantage benefit best better easy efficient efficiently excited great revolutionizing satisfy win
41,0001193125-08-140342,Google,20080625,2008-06-25,8-K,against breach break closed closing conflict conflicts contrary cut defer disclose dispute disputes force ill late lie limitation limitations lose losing lying miss plea pleas purport question questions quit reject resign resignation sue sued terminate terminated terminates termination,assume contingencies contingent could fluctuate may nearly,able benefit confident effective enhancing excited gain gains great innovative leading pleased satisfactory satisfy strong success successful win
42,0001193125-11-064151,Google,20110311,2011-03-11,8-K,break closing cut deter ill late lie losing miss quit,,able satisfy win
43,0001193125-12-350915,Google,20120813,2012-08-13,8-K,break concern concerned cut deter difficult ill lag late lie lose lost miss negative restructuring sever taint,approximate approximately believe believes could differ may predict predicted risk risks uncertain uncertainties variability,able achieve great greater improve innovative profitability profitable satisfy success successful win
44,0001193125-08-016919,Google,20080131,2008-01-31,8-K,break conciliation conciliations cut erred erring fined ill late lie limitation limitations miss plea pleas poses quit sue suing taint unduly unforeseen,anticipate approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective favorably great greater improve improved opportunities pleased satisfy strength strengthen strengthening strong superior transparency win
45,0001193125-09-150129,Google,20090716,2009-07-16,8-K,break conciliation conciliations cut downturn erred erring fined ill late lie limitation limitations miss plea pleas poses question questions quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains good great greater innovation opportunities opportunity satisfy strength strengthen strengthening superior transparency upturn win
46,0001193125-09-009712,Google,20090122,2009-01-22,8-K,break closing conciliation conciliations cut deter difficult divest divestiture downturn easing erred erring fined ill impair impaired impairment late lie limitation limitations lose losing miss plea pleas poses preclude precluded question questions quit sue sued sues suing taint unforeseen,approximate approximately assume assumes assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties unclear vary varying,able achieving benefit despite effective great greater opportunities opportunity reward satisfy strength strengthen strengthening strong success successful successfully superior transparency win
47,0001193125-08-152814,Google,20080717,2008-07-17,8-K,break challenging conciliation conciliations cut difficult difficulties erred erring fined ill late lie limitation limitations miss plea pleas poses quit sue suing taint unforeseen,anticipate approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit despite effective enhance enhancing gain gains great greater innovate innovating opportunities satisfy strength strengthen strengthening strong success superior transparency win
